SRC_ID,DST_ID,SRC_NAME,DST_NAME
g1121600-d8819734,guide000000183460,屋久島野外活動総合センター　(ワイナック),㈲屋久島野外活動総合センター（ワイナック）
g1022838-d13011630,28684ah3330042298,淡路市　香りの公園,淡路市立香りの公園
g1066457-d10070836,guide000000151637,京王百貨店 新宿店,京王百貨店新宿店
g788306-d12279411,guide000000183697,飛騨川温泉しみずの湯,飛騨川温泉　しみずの湯
g1019695-d1407438,21212aa1030001677,道の駅 土岐美濃焼街道 どんぶり会館,道の駅  土岐美濃焼街道どんぶり会館
g1121509-d13015920,41401aj2200024029,今右衛門窯今右衛門古陶磁美術館,今右衛門窯(今右衛門古陶磁美術館）
g1023598-d6385889,31204ga3550085260,大漁市場 なかうら,大漁市場なかうら
g298562-d13017111,28106ae3292080365,神戸 映画資料館,神戸映画資料館
g1019693-d4544174,21464aa1030000405,道の駅平成,道の駅 平成
g1019665-d1313207,22211aj2200138909,ヤマハスタジアム磐田,ヤマハスタジアム（磐田）
g1023453-d11888052,33208ee4590068830,総社駅前レンタサイクル荒木,総社駅前レンタサイクル　荒木
g1023454-d1817613,guide000000165806,高梁市商家資料館池上邸,高梁市商家資料館　池上邸
g1120321-d8780152,01402aa1030000953,道の駅いわない,道の駅 いわない
34106cc3360048350,34106ca3280039895,広島市青少年野外活動センター・こども村,広島市青少年野外活動センターこども村
g1023686-d6816980,35461cc3290153164,秋吉台エコ ミュージアム,秋吉台エコ・ミュージアム
g651651-d1311503,01211cc3290031814,博物館 網走監獄,博物館網走監獄
g1065240-d12391605,01605aa1030001016,新ひだか町観光情報センター ぽっぽ,新ひだか町観光情報センター「ぽっぽ」
g1021288-d8714558,guide000000185421,ひばりが丘公園 （ほりもとグラウンド）,ひばりが丘公園(ほりもとグラウンド)
g1121417-d1397312,36386aa1030001029,道の駅宍喰温泉,道の駅 宍喰温泉
g298224-d7683991,guide000000181546,ココナッツ沖縄店パラダイス倶楽部,ココナッツ沖縄店　パラダイス倶楽部
g1022374-d1423801,40214cd2110077758,求菩提温泉ト仙の郷,求菩提温泉　ト仙の郷
g1104107-d10636941,04301ae3302080416,エール蔵王島川記念館,エール蔵王　島川記念館
g1121359-d12128549,30428aj2202062320,ムスタファ ケマル アタテュルク騎馬像,ムスタファ・ケマル・アタテュルク騎馬像
g1019685-d13017011,21321ah3330151025,木曽三川公園 長良川サービスセンター,国営木曽三川公園・長良川サービスセンター
g1021277-d12400019,14205ah3330042859,長久保公園・都市緑化植物園,長久保公園都市緑化植物園
g1066442-d12524569,13105cc3540060470,東京ドームシティ アトラクションズ,東京ドームシティアトラクションズ
g1120809-d8721033,guide000000180135,マリンクラブ　ナギ,マリンクラブナギ
g651653-d8365892,10202cc3362086148,道の駅くらぶち小栗の里,道の駅 くらぶち小栗の里
g1066461-d10432909,guide000000186664,浅草 着物レンタル 八重,浅草着物レンタル八重
g1023447-d13021105,33624ca3280139921,勝北　陶芸の里,勝北陶芸の里
g1120406-d1385271,02402ga3552051718,道の駅しちのへ(七戸町文化村),道の駅 しちのへ 七戸町文化村
g1022822-d13022336,28209ac2090151987,豊岡市立 コウノトリ文化館,豊岡市立コウノトリ文化館
g303159-d8622438,guide000000184841,伊勢・船江温泉 みたすの湯,伊勢・船江温泉みたすの湯
g298151-d8148750,01202ae2180022503,太刀川家住宅 店舗,太刀川家住宅店舗
g790340-d1652925,guide000000163700,中伊豆ワイナリー シャトー T.S,中伊豆ワイナリーシャトーT.S
g1021316-d12357398,guide000000190148,心笑館 こまどめの湯,心笑館こまどめの湯
g298223-d2273327,guide000000182614,ダイブ パラッパ,ダイブパラッパ
g1021149-d8868319,12212aj2200024509,佐倉新町 おはやし館,佐倉新町おはやし館
g1120463-d13018451,05434ae3292096451,美郷町歴史民俗資料館 佐々木毅記念室,美郷町歴史民俗資料館・佐々木毅記念室
g298560-d11952565,guide000000189234,森林公園温泉きよら,森林公園温泉　きよら
g298106-d13206798,guide000000191653,和紙の店かみぞの,和紙の店　かみぞの
12223ab2050034227,guide000000163623,前原横渚海岸,前原・横渚海岸
g1121247-d1310221,23563aa1030001157,道の駅豊根グリーンポート宮嶋,道の駅 豊根グリーンポート宮嶋
06321cd2112035000,guide000000165487,べに花温泉　ひなの湯,べに花温泉ひなの湯
g1120305-d10229035,guide000000184478,道の駅 みそぎの郷 きこない,道の駅 みそぎの郷きこない
g1121454-d13015099,39386ca3432062195,グリーンパークほどの,グリーン・パークほどの
